Model,RMSE_mean,RMSE_std,MAE_mean,MAE_std
RandomForest,45.26600848539723,1.4734956591985935,27.50067276245563,0.655410880125543
Subagging,42.40122027086148,1.3770707739868424,25.59496154528345,0.5651916289910346
Boosting,64.0912316788238,1.7144108235003253,43.80298582909447,1.2022842945243424
